,acc,taxid,lineage
9492,HM753672,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
9626,HM753673,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
9760,HM753674,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
9894,HM753675,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10028,HM753676,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10162,HM753677,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10296,HM753678,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10430,HM753679,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10564,HM753680,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10698,HM753681,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10832,HM753682,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
10966,HM753683,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11100,HM753684,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11234,HM753685,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11368,HM753686,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11502,HM753687,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11636,HM753688,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11770,HM753689,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
11904,HM753690,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12038,HM753691,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12172,HM753692,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12306,HM753693,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12440,HM753694,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12574,HM753695,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12708,HM753696,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12842,HM753697,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
12976,HM753698,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13110,HM753699,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13244,HM753700,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13378,HM753701,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13512,HM753702,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13646,HM753703,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13780,HM753704,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
13914,HM753705,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14048,HM753706,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14182,HM753707,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14316,HM753708,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14450,HM753709,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14584,HM753710,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14718,HM753711,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14852,HM753712,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
14986,HM753713,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15120,HM753714,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15254,HM753715,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15388,HM753716,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15522,HM753717,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15656,HM753718,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15790,HM775306,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
15924,HM775307,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16058,HM775308,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16192,HM775309,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16326,HM775310,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16460,HM775311,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16594,JF719726,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16728,JF719727,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16862,JF719728,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
16996,JQ764986,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17130,JQ764987,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17264,JQ764988,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17398,JQ764989,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17532,JQ764990,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17666,MH378441,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17800,MH378442,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
17934,MH378443,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
18068,MN385565,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
18202,J02482,10847,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Escherichia virus phiX174
18336,AF189021,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18342,FJ867910,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18348,FJ867911,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18354,FJ867912,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18360,FJ867913,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18366,FJ867914,136084,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Roseobacter virus SIO1
18372,AF191796,128708,Viruses;__;__;__;Halspiviridae;Salterprovirus;Salterprovirus His1
18373,AF191797,128710,Viruses;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Gammapleolipovirus;Gammapleolipovirus His2
18374,AF195901,139872,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactobacillus prophage Lj928
18376,AY459533,139872,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactobacillus prophage Lj928
18378,AF195902,139871,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Lactobacillus prophage Lj771
18379,AF222060,33771,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Halorubrum phage HF2
18380,AF227250,12021,Viruses;Lenarviricota;Allassoviricetes;Levivirales;Leviviridae;Levivirus;Escherichia virus BZ13
18381,AF232233,151599,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Beetrevirus;Pseudomonas virus B3
18382,AF234172,10678,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18387,AF234173,10678,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18392,MH422554,10678,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18397,MH445380,10678,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18402,MH445381,10678,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18407,AF242738,12390,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage phiLC3
18408,AF246223,35238,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Mycoplasma virus P1
18409,AF271693,148603,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Fromanvirus;Mycobacterium virus Bxb1
18410,AF274751,10844,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Enterobacteria phage phiX174 sensu lato
18412,M14428,10844,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Sinsheimervirus;Enterobacteria phage phiX174 sensu lato
18414,AF301375,173824,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Methanothermobacter phage psiM100
18415,AF304433,35345,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage TP901-1
18416,AF306496,145579,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Bdellomicrovirus;Bdellovibrio virus MH2K
18417,AF323668,151535,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL285
18418,AF323669,151536,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL286
18419,AF323670,151537,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL309
18420,AF323671,151538,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL310
18421,AF323672,151534,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL311
18422,AF323673,151539,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage bIL312
18423,AF334111,154784,Viruses;Lenarviricota;Allassoviricetes;Levivirales;Leviviridae;__;Acinetobacter phage AP205
18424,AF335538,155148,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Escherichia virus HK620
18425,AF338467,151528,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Tiilvirus;Synechococcus virus P60
18426,AF348736,152564,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptococcus phage MD2
18427,AF349457,114416,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage ul36
18428,AF396866,49964,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Myxoctovirus;Myxococcus virus Mx8
18429,AF399011,169683,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Phikzvirus;Pseudomonas virus phiKZ
18430,AF424781,2681609,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Phietavirus;Staphylococcus virus 11
18431,AF424782,186152,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus phi12
18432,AF424783,186153,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Biseptimavirus;Staphylococcus virus 13
18433,AF428260,189836,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Bifilivirus;Propionibacterium virus B5
18434,AF440571,176106,Viruses;__;__;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus;Sulfolobus islandicus filamentous virus
18435,AF440695,114777,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Myohalovirus;Natrialba phage PhiCh1
18437,MK450543,114777,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Myohalovirus;Natrialba phage PhiCh1
18439,AF447491,180504,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Stanholtvirus;Burkholderia virus phiE125
18440,AF448724,179237,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;__;Sinorhizobium phage PBC5
18441,AF452449,180503,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Fibrovirus;Vibrio virus fs1
18442,AF453500,181604,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;Fibrovirus;Vibrio virus fs1
18443,AF454431,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18451,GQ153920,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18459,GQ153921,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18467,GQ153922,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18475,GQ153923,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18483,JF719729,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18491,JF719730,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18499,JF719731,10843,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Gequatrovirus;Escherichia virus G4
18507,AF489521,201847,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage 4268
18508,AF493143,197783,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Ghunavirus;Pseudomonas virus gh1
18509,AF503408,10682,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Punavirus;Escherichia virus P1
18510,AF513032,204086,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Rosenblumvirus;Staphylococcus virus 44AHJD
18511,AF513033,204090,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Rosenblumvirus;Staphylococcus phage P68
18512,AF527608,200913,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Salmonella virus P22
18513,AF543311,209052,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;Naesvirus;Burkholderia virus Bcep781
18514,AF547430,213236,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Pegunavirus;Mycobacterium virus Pg1
18515,AF547987,10761,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Lederbergvirus;Shigella virus Sf6
18516,AJ006589,10719,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Lomovskayavirus;Streptomyces virus phiC31
18518,X76288,10719,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Lomovskayavirus;Streptomyces virus phiC31
18520,AJ131519,12417,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactobacillus phage phiadh
18521,AJ242593,40521,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Listeria phage A118
18522,AJ251789,51369,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactobacillus phage A2
18523,AJ251805,110457,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Teetrevirus;Yersinia virus YeO3-12
18524,AJ270057,105154,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Chlamydiamicrovirus;Chlamydia virus Chp2
18525,AJ278322,28358,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Sasvirus;Corynebacterium virus BFK20
18526,AJ292531,46654,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Lactococcus phage phi31
18527,AJ298298,103807,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Enterobacteria phage phiP27
18528,AJ302074,120574,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Streptococcus phage MM1
18529,AJ304858,291401,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Enterobacteria phage CP-1639
18530,AJ312240,171618,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Psavirus;Listeria virus PSA
18531,AJ318471,10759,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Teetrevirus;Escherichia virus T3
18534,KC960671,10759,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Teetrevirus;Escherichia virus T3
18537,X17255,10759,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Teetrevirus;Escherichia virus T3
18540,AJ344259,157899,Viruses;__;__;Ligamenvirales;Rudiviridae;Rudivirus;Sulfolobus islandicus rod-shaped virus 2
18541,AJ413274,173829,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;Traversvirus;Enterobacteria phage Nil2
18542,AJ414696,157898,Viruses;__;__;Ligamenvirales;Rudiviridae;Rudivirus;Sulfolobus islandicus rod-shaped virus 1
18543,AJ421943,181485,Viruses;__;__;__;__;__;Oenococcus phage fOg44
18544,AJ505558,204270,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;Phikmvvirus;Pseudomonas virus phiKMV
18545,AJ536073,1075161,Viruses;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae;Betatectivirus;Bacillus virus Bam35
18546,AJ550635,225067,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;Chlamydiamicrovirus;Chlamydia virus Chp2
18547,AJ550940,225588,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Lomovskayavirus;Streptomyces virus phiBT1
18548,AJ556162,196242,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Enterobacteria phage BP-4795
18549,AJ560763,230158,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Haemophilus phage Aaphi23
18550,AJ564013,172667,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;__;Yersinia phage PY54
18551,AJ567472,235266,Viruses;__;__;Ligamenvirales;Lipothrixviridae;Gammalipothrixvirus;Acidianus filamentous virus 1
18552,AJ604530,10707,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Tequintavirus;Escherichia virus BF23
18553,AJ604531,12426,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Demerecviridae;Tequintavirus;Salmonella phage 5
18554,AJ609634,12402,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Streptococcus phage EJ-1
18555,AJ630128,238854,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-PM2
18557,LN828717,238854,Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;__;Synechococcus phage S-PM2
